0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0.134102;0.382191;0.516293;0.147512;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0.0134102;0.0670511;0.663806;0.516293;0.563229;0.335255;0.181038;0;0.0201153;0.281615;
0;0;0;0;0;0;0;0;0.0938715;0.221269;0.160923;0.268204;0.683921;0.59005;1.22033;2.30656;0.623575;0.610165;1.77015;1.09293;0.0201153;
0;0;0;0;0;0;0;0.32855;0.147512;0.509588;0.482768;2.21269;2.13222;2.60829;2.98377;1.35443;1.15998;3.07765;1.98471;0.791203;0.0402307;
0;0;0;0;0;0;0.234679;0.502883;0.509588;1.38796;1.55559;1.40807;1.45501;3.61405;5.67252;4.81427;5.5116;2.38702;0.268204;0.0268204;0;
0;0;0;0;0;0;0.254794;0.469358;1.63605;1.66287;3.11788;2.67534;5.55854;4.37173;2.70886;2.4876;1.52206;0.663806;0.214563;0.174333;0.060346;
0;0;0;0;0;0;0;0.388896;0.636985;0.9186;0.985651;0.583345;0.797908;0.368781;0.469358;1.22033;1.13987;0.536409;0.0402307;0.0201153;0.0134102;
0;0;0;0;0;0;0;0;0;0;0.0670511;0.234679;0.32855;0.415717;0.0201153;0.194448;0.0670511;0.0737562;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0.107282;0.120692;0.0201153;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
000000000000000000000